step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud,isFraud
45,TRANSFER,427.9841421148871,C103405,186301.794446911,185271.0330321776,C203405,52904.208956885814,53607.15881613208,0,0
599,CASH_OUT,7735.06884492785,C103406,11480.461250818786,3562.139182187766,C203406,59669.57926965963,67367.58832151134,0,0
696,CASH_OUT,3844.510032941496,C103407,53070.774039616794,49048.19686353425,C203407,143693.27490861446,147840.6616705085,0,0
501,TRANSFER,3724.6629673293396,C103408,94791.59522198766,90773.29753895065,M203408,154132.84845021347,157447.5095149317,0,0
135,CASH_OUT,15306.048211893814,C103409,38815.55627522233,23234.503132142116,C203409,165325.14539006448,180244.79664211874,0,0
28,TRANSFER,12755.157659914337,C103410,196224.1429073153,183584.01749615,C203410,17608.648320385622,30485.73986950445,0,0
116,CASH_OUT,766.6284783384693,C103411,85956.5867086275,85802.44519758613,C203411,65840.481987269,66881.67568496312,0,0
351,CASH_OUT,1151.4286338186282,M103412,57555.39059280848,56375.65091734448,C203412,196139.45090505917,197294.2606718682,0,0
244,PAYMENT,17172.18794941269,C103413,162615.15714207396,145757.66731750045,C203413,105848.00611935854,123099.06658156404,0,0
451,TRANSFER,7199.5734639506,M103414,91084.68784877977,83611.90103988786,C203414,98621.53750405803,106114.86696326527,0,0
465,CASH_OUT,2605.1414252826735,M103415,170362.03986586162,167999.54761020967,C203415,136259.52381081198,139446.12848993624,0,0
94,DEBIT,6685.29807388389,C103416,144559.93282159514,138607.97807626284,C203416,9703.379575813797,15771.674616512093,0,0
714,TRANSFER,3042.5417159505023,C103417,110861.1002508473,107586.23274942061,C203417,191301.04817686006,194294.0895224446,0,0
355,CASH_OUT,13054.544421995652,C103418,180170.09863342877,166586.1642738042,C203418,9260.048149158973,22381.810817465943,0,0
729,TRANSFER,2002.5374150252624,M103419,67348.92664121339,64256.666163191425,C203419,127321.49675257238,129824.89472348354,0,0
425,CASH_OUT,12340.63176206695,C103420,71953.54446299038,59514.16221620926,C203420,113308.36600974335,125239.84620597417,0,0
549,CASH_OUT,11972.912236319982,C103421,163513.6927735505,151957.11978111768,C203421,113885.24821295132,126053.58871139759,0,0
374,CASH_IN,1382.7220660877767,C103422,42802.421387926224,41118.89745164024,C203422,77580.40086362095,78760.20715048435,0,0
475,CASH_OUT,1687.6881420064046,C103423,155723.0236345974,154368.40354551165,C203423,123541.74972751424,125203.82694476887,0,0
73,PAYMENT,14124.050854992,C103424,159595.877764834,145495.1453959243,C203424,131406.3579790181,144828.96045293345,0,0
314,TRANSFER,1334.0059776337198,C103425,25606.47759721968,24272.57101906041,C203425,5888.589640841513,7516.060933930171,0,0
106,CASH_OUT,10341.194999769685,C103426,139855.9380361473,130051.64834605888,C203426,158273.17339220812,168163.1634175004,0,0
477,TRANSFER,5732.702459306023,C103427,111897.14056202554,105838.43541024324,C203427,194542.25790818303,200580.40265165514,0,0
306,PAYMENT,1843.2309132131509,C103428,151443.39767712305,149350.28720273083,C203428,50046.11031082318,52630.16435888012,0,0
116,TRANSFER,5407.841013258198,C103429,180562.92288286617,174786.8642971723,C203429,126924.7422998322,132769.2345201031,0,0
598,CASH_OUT,3959.3388472820516,C103430,63080.81104962229,59576.355747714195,C203430,59496.86042583615,63419.44990556801,0,0
103,PAYMENT,330.7516124844024,C103431,89616.37619253182,89306.58142895336,C203431,29339.88724584535,29866.661597466835,0,0
306,CASH_OUT,998.9276133879805,C103432,14557.836422436154,13079.476207543463,C203432,130475.24952596304,131349.06699061295,0,0
329,TRANSFER,9624.826097364165,C103433,184323.20378138925,174284.47983302342,C203433,92600.98328432873,101643.66226389728,0,0
381,PAYMENT,10971.713998993668,M103434,40282.95728601596,29942.862135213833,C203434,46192.21357583847,57887.05767001272,0,0
156,CASH_OUT,2896.0290722477976,C103435,29212.226610218408,26670.538354872988,C203435,131781.8861124568,134493.8467620287,0,0
678,CASH_OUT,8085.902205039252,C103436,125045.7559710328,117593.04605109418,C203436,64750.94870193392,73169.1517417884,0,0
104,PAYMENT,11016.81445294328,C103437,98425.90458348344,88527.63883474006,C203437,67165.3176261518,78278.5085874379,0,0
586,TRANSFER,2466.376988747159,C103438,83636.47665993785,81400.3390818937,C203438,51067.016136444174,53611.1770552185,0,0
462,TRANSFER,12176.08779893345,C103439,71676.57969475354,59067.46710730374,C203439,107887.49970029399,119485.21901513607,0,0
431,CASH_IN,3176.94689475259,C103440,114608.3072553922,112264.75269893448,C203440,56892.67954237176,60752.689704117525,0,0
218,CASH_IN,897.6595120343025,C103441,18896.52359762619,19090.908400992797,C203441,67318.6217596745,68144.90396971256,0,0
287,DEBIT,6648.830080665794,M103442,2323.7740314616894,-3810.4088159963712,C203442,50688.296474824536,56585.24122434368,0,0
355,CASH_OUT,12447.630424453497,C103443,43067.59265621727,31132.767210101138,C203443,32305.642031201653,44311.145945805445,0,0
481,TRANSFER,4635.113993612566,C103444,101686.11372494782,96659.20148918607,C203444,155409.08730253545,160207.68949701835,0,0
368,TRANSFER,3666.609900991917,C103445,43467.379544564414,39770.898429034794,C203445,166993.9524072152,170423.2689921048,0,0
108,CASH_OUT,10243.507277625278,C103446,30063.044855854914,19821.239339873056,C203446,134284.9795418328,144205.86289969776,0,0
135,CASH_OUT,17623.49036445395,C103447,67492.3318180095,48703.73322745208,C203447,81463.58350856444,100073.69812339579,0,0
603,CASH_OUT,18648.61875044499,C103448,176676.9426425552,157498.42580601445,C203448,51080.346120017995,69675.0319895167,0,0
1,DEBIT,1361.092976444798,C103449,147623.64305951365,145611.78422661274,C203449,8631.575595633434,10137.057391083088,0,0
358,PAYMENT,1346.4715088797352,C103450,28676.231442060463,27530.120073068716,C203450,62241.888539735824,63486.02050623181,0,0
164,TRANSFER,36712.48776635033,C103451,116235.33860958646,79804.80068475907,C203451,141664.2600942446,178500.24868309117,0,0
15,CASH_OUT,10224.253983399996,C103452,150206.02269421163,140303.63854199514,M203452,164576.59747849917,175660.37495197626,0,0
346,TRANSFER,10131.523931262042,C103453,145576.29687620432,136216.77115702978,C203453,59552.505875160925,69375.56011224675,0,0
363,TRANSFER,19892.088702951234,C103454,155110.40039514712,135207.1156599179,C203454,122695.23788630501,142661.93856833965,0,0
288,TRANSFER,5587.380033729098,C103455,155934.85955037145,150239.3188786607,C203455,187894.0130326002,193990.56650059274,0,0
678,TRANSFER,6468.515168693624,C103456,194900.57254971334,189380.1787479175,C203456,23908.621738979673,30370.59640619764,0,0
492,CASH_OUT,27826.191632698992,C103457,97291.6338453137,69416.75377160357,C203457,180981.88491928845,208767.19757558432,0,0
333,CASH_OUT,16380.895934600649,C103458,185074.13807529942,169361.00810837426,C203458,9824.802970542245,26679.776282388644,0,0
530,DEBIT,12236.399838038655,C103459,52908.05298557446,40558.45038821219,C203459,4425.32734618184,16278.621774354762,0,0
85,TRANSFER,5906.653656854293,C103460,27924.018103563907,22182.086768478854,C203460,111941.11002607686,118544.88614810343,0,0
677,CASH_OUT,389.37040896998445,C103461,171300.92631264016,172699.21871789402,C203461,189820.0771523034,190302.20922227405,0,0
391,PAYMENT,23941.219504106783,C103462,119338.72659029401,95880.24469271953,C203462,7254.867128936992,31199.406210486122,0,0
192,DEBIT,222.29866315034357,C103463,56673.812305291445,56968.09465587681,C203463,149248.65075896823,149783.6497829934,0,0
243,CASH_OUT,8773.879571519703,C103464,36510.00315405648,28188.742082506433,C203464,150712.98663722188,160135.39663084483,0,0
630,DEBIT,1601.3886472054305,C103465,143551.9556723671,143092.3219557371,C203465,67302.88012713839,68936.28945915122,0,0
158,TRANSFER,1970.464564778642,C103466,53536.474332047466,51611.30861723983,C203466,103645.62917634292,105318.58170699453,0,0
328,PAYMENT,1120.7804599001192,C103467,76887.97352460612,75366.09330365123,C203467,118081.0151221795,119207.79243420454,0,0
689,CASH_OUT,355.9256068019689,C103468,95063.18881785496,94541.73130930097,M203468,186602.41229494562,186743.18131328461,0,0
135,CASH_IN,5387.191265588585,C103469,98817.0813480759,93174.20127298824,M203469,122993.83412222109,128532.86725723543,0,0
441,CASH_OUT,3116.992202406613,C103470,8688.508130371698,6129.1308453782685,C203470,142744.36545707195,145244.2807688313,0,0
420,DEBIT,4673.0237434626,C103471,193625.12400850604,189428.1608537608,C203471,134537.48756732867,139721.97564559756,0,0
454,TRANSFER,3240.1097604023316,C103472,66650.33962077434,62814.823719439286,C203472,24884.39904178539,27809.063881726044,0,0
447,PAYMENT,3410.637708202987,C103473,154974.3508342515,151336.2742274931,C203473,103840.53297902673,107174.74591570937,0,0
151,PAYMENT,12639.618200186414,C103474,53868.42889888756,41392.31025342242,C203474,44160.76025549767,56188.33165571333,0,0
80,PAYMENT,3195.275115977959,C103475,65432.29622132778,62081.10315335082,C203475,110228.99483665523,113514.05497009795,0,0
116,PAYMENT,1290.2953421841846,C103476,96463.7809989451,95052.4682179709,C203476,99467.40120745404,100550.13548024427,0,0
251,TRANSFER,6348.484889711743,C103477,36713.03845272751,30853.792748302752,C203477,171243.92029459274,177723.2405477733,0,0
554,PAYMENT,1120.82842812738,C103478,34669.72606824508,33191.170128837846,C203478,106116.97197362086,106934.1755596413,0,0
306,TRANSFER,2883.733365829749,C103479,194737.16791019618,191941.43981755956,C203479,39204.081421705836,41968.78500119707,0,0
409,TRANSFER,177.55266736126768,C103480,159925.25725470632,159105.59564406943,M203480,154478.35982449452,154403.79921082934,0,0
224,TRANSFER,2547.177366434739,C103481,35577.705602172304,33609.34407715715,M203481,86038.03243718875,88816.58071952502,0,0
211,CASH_OUT,3982.854433233031,C103482,38586.39810141014,34808.12189549876,C203482,145054.37498217958,149291.01867538985,0,0
517,CASH_OUT,11547.00828088519,C103483,131273.91629309457,120702.32203989026,C203483,82110.90048800767,93634.07668508386,0,0
411,CASH_IN,5952.44244686424,C103484,155332.42583875117,149643.12459045634,C203484,16970.987734528408,23234.14749847123,0,0
103,CASH_OUT,2550.689204317653,C103485,178404.8458603382,175305.3006138319,C203485,57785.73062853005,60473.21142449057,0,0
59,CASH_OUT,8069.424680163887,C103486,155551.94213513413,147692.31075833814,C203486,178909.38188126002,187416.1905395717,0,0
350,TRANSFER,3339.090579135812,C103487,75721.5266686399,72328.85672605337,C203487,86151.01177922968,89505.00614923288,0,0
124,CASH_OUT,9415.291706079597,C103488,126918.18366787347,117755.66983805064,C203488,181746.94808830132,191190.42378368616,0,0
7,CASH_OUT,1016.9875029648828,C103489,31948.377089902635,30638.697804025116,C203489,185463.44481266636,185638.79248425487,0,0
463,CASH_OUT,918.576428454955,C103490,31408.075746532682,29944.67528995518,C203490,159526.62475364676,160584.15921106862,0,0
218,TRANSFER,12202.920227067776,C103491,74407.70349400924,62004.13438404475,C203491,134538.8533185115,146710.52265343102,0,0
297,DEBIT,4035.877573014801,C103492,175470.53462071726,171481.86578032884,C203492,5422.1094769997035,10103.077608039765,0,0
723,TRANSFER,9584.444031610034,C103493,27792.645538701177,18030.455682039817,C203493,161026.58553410743,170109.85254300764,0,0
372,TRANSFER,1243.763946777931,C103494,11161.077840835509,10349.105956169496,C203494,115219.55971557285,116806.84106944579,0,0
68,CASH_OUT,12208.859979772282,C103495,164181.15873004665,152389.30862279228,C203495,36592.05182946803,48243.940352644255,0,0
335,CASH_OUT,16095.918694964283,C103496,16658.49630927505,917.6940731302291,C203496,93337.20333193826,109708.88514064647,0,0
571,CASH_OUT,2584.6181371370994,C103497,14586.870350986224,12685.06976969455,C203497,99896.59523842321,102729.81707630897,0,0
670,TRANSFER,10608.425367421403,C103498,48441.251342655465,37810.28180315561,C203498,113010.62096171836,124094.26112794303,0,0
351,TRANSFER,9878.684582289288,C103499,181557.11629882015,172788.96380864107,C203499,193371.30023557783,203350.0073785106,0,0
633,TRANSFER,17.763175601864376,C103500,37762.04752873342,37845.19633692821,C203500,128789.87893282557,129098.72105267167,0,0
179,CASH_OUT,14354.537872673007,C103501,152278.17062482133,137342.1401826837,C203501,13246.96037754689,27190.925719656618,0,0
726,TRANSFER,1154.585967860883,C103502,63656.363758034626,62483.19552574558,C203502,94558.076142809,95158.48651206648,0,0
476,PAYMENT,1268.3386574009382,C103503,198485.07341340423,197185.92352861297,C203503,183545.61202224088,183967.6323017328,0,0
526,PAYMENT,13632.954193122127,C103504,4027.753168025039,-9066.371255273014,C203504,193115.90950172703,206127.1125196081,0,0
574,DEBIT,19235.776844908964,C103505,164010.49942131052,144792.0515540751,C203505,124379.67004659596,143297.91898081606,0,0
608,CASH_OUT,5514.347473405968,C103506,174902.0278460458,169160.93355446734,C203506,44072.41952281704,50056.73198890167,0,0
106,TRANSFER,12506.018784883714,C103507,180240.40471253823,168953.58031467037,C203507,172558.7990586895,185635.44071153452,0,0
711,CASH_IN,1026.924855559729,C103508,24485.074710314602,23247.14985407511,C203508,51585.87566430195,52446.62068402586,0,0
635,TRANSFER,8204.674134267083,C103509,153947.28911415505,145416.45999216154,C203509,187889.13016252237,196357.11450089392,0,0
199,CASH_OUT,823.9821553544232,C103510,92791.09703774835,91815.06024507353,C203510,172300.82675876,172440.92178523302,0,0
184,DEBIT,1439.816071442969,M103511,86549.11277398044,84943.50875733531,C203511,19870.01540513771,21690.32210962099,0,0
84,TRANSFER,533.1392695832845,C103512,53462.07697661442,52596.624840814155,C203512,13648.419912157327,14435.211686211884,0,0
576,CASH_OUT,567.3011909414677,C103513,63374.01974813486,63554.710437595684,C203513,87418.29521594476,88904.65103281492,0,0
291,TRANSFER,156.1014513687061,C103514,172429.94155071705,171538.8489218951,C203514,22404.730423951747,22888.87566122697,0,0
34,TRANSFER,5021.294880138861,M103515,197981.5315865138,192697.6477167505,C203515,116125.52611478383,120614.20279684885,0,0
370,CASH_OUT,6567.533879014195,M103516,195966.5565968572,188808.4718682372,C203516,118421.30827713323,124477.32227732464,0,0
204,CASH_OUT,23247.663958966587,C103517,145512.92676739758,121858.94863226662,C203517,88999.67508170319,111993.38121682109,0,0
710,TRANSFER,11774.368571192641,C103518,38667.17584854773,26513.452021566325,C203518,129246.9327696625,140706.89031895399,0,0
412,CASH_OUT,7022.9258421098875,C103519,68665.14401870452,61602.75784337493,C203519,179838.32359217436,186666.07638663545,0,0
103,PAYMENT,2427.270413421385,C103520,33474.5888409272,32218.589410887194,C203520,108625.43691500628,111112.67295455742,0,0
642,TRANSFER,1624.203266682283,C103521,155434.32844238606,153833.53075922004,C203521,79306.18733115483,81443.55643528404,0,0
425,DEBIT,7779.218653832955,C103522,98664.96354489081,91042.50807512806,C203522,52453.23275436855,60733.540197482565,0,0
576,DEBIT,14653.383237163702,C103523,165349.23319296836,150834.77960125485,C203523,103989.61977211642,118806.7037448296,0,0
62,DEBIT,800.3452518479321,C103524,9749.521827979524,9246.238058001512,C203524,57698.02542685638,59108.15401595234,0,1
310,CASH_OUT,3772.091522127254,C103525,174876.16336506003,171993.33183421512,C203525,120959.83640575151,125050.60172837118,0,0
531,PAYMENT,10543.744855104418,C103526,83061.68762067157,72639.56335764457,C203526,140238.92937448557,150616.1058646288,0,0
539,CASH_OUT,8971.026499133033,M103527,8056.535193216474,-1461.3191070352232,M203527,31311.371677509815,40213.03657049486,0,0
304,CASH_OUT,3344.672210852883,C103528,45955.27289090065,41966.390096091054,C203528,118183.09355184977,121783.92612110342,0,0
401,CASH_OUT,6252.336457265979,C103529,177264.90406204644,170762.55150864928,C203529,16132.742840203806,22072.174083261216,0,0
189,TRANSFER,10017.847544961407,C103530,141903.58269247328,131460.2783299814,C203530,42801.270396499705,52870.61015433806,0,0
81,TRANSFER,5230.489514178365,C103531,115376.64221571735,109766.71986755569,C203531,40514.67911602986,45218.289811712384,0,0
634,CASH_OUT,1240.9405038040009,C103532,97971.02828456696,96967.02247435322,C203532,108278.07537102398,109454.06581006307,0,0
62,CASH_OUT,1599.7365070334502,C103533,84690.23371095442,83184.31805173827,C203533,30069.20313342827,31682.62241081404,0,0
693,TRANSFER,83.59099610332566,C103534,4826.56777933268,4506.5765092376005,C203534,96118.66118376062,95862.68747740022,0,0
228,CASH_OUT,1467.6116054213041,C103535,26703.12704052975,25012.99424909947,C203535,82124.40566554942,83627.6424472632,0,0
718,CASH_OUT,1042.733695454228,C103536,62064.35924398412,60856.368265082165,C203536,93114.3296201342,94605.76020257594,0,0
285,CASH_OUT,15446.443756513934,C103537,169790.40346433825,154162.68589770075,C203537,128298.25421088342,143279.6604551835,0,0
658,DEBIT,17095.34265102241,C103538,83086.46851479128,65438.08639993681,C203538,161075.57698503832,177610.7427386001,0,0
640,TRANSFER,12828.207060345594,C103539,135681.91107945843,123508.61683236233,C203539,179077.36383826708,192174.4248770595,0,0
94,CASH_IN,3035.00409171014,C103540,67768.95460864634,65073.649125638876,C203540,197503.69940293478,200824.94670331775,0,0
506,CASH_OUT,7784.742606185068,C103541,165463.65555190964,157415.9842259901,C203541,37270.7263412207,45056.97916876308,0,0
154,CASH_OUT,5274.251131516032,C103542,22042.573375769003,16441.32910022461,C203542,129687.59912041876,135324.85824264176,0,0
540,CASH_OUT,2570.9497912714755,C103543,51065.67907678099,48747.394732608926,C203543,3464.785841859297,5991.065814128694,0,0
707,PAYMENT,3989.961935784318,M103544,44389.370772158785,39904.40321336944,C203544,7168.986766305685,11140.711131584221,0,0
733,CASH_OUT,1119.3015387295395,C103545,161136.81407812846,159799.25113334035,C203545,61222.88562217337,61783.742283692285,0,0
40,PAYMENT,2463.0510056610874,C103546,161339.2342390627,159256.6703635504,C203546,87641.25838642083,90476.67545029736,0,0
31,TRANSFER,15722.654933370926,C103547,69246.66035925955,53307.991249962965,C203547,90837.88090253287,106226.98492498233,0,0
335,TRANSFER,5442.290760127326,M103548,110517.8922830543,104169.13544932728,M203548,40384.465797334655,45365.744866132234,0,0
40,TRANSFER,1706.310446921928,C103549,143185.2520742404,141483.81506569864,C203549,162952.81005444887,164666.27380194166,0,0
635,PAYMENT,3581.9052309349436,C103550,111983.61066852334,107554.75601164451,C203550,8697.364374701789,11779.430886007556,0,0
29,PAYMENT,7852.252739326257,C103551,5244.367782014936,-2743.2179335539277,M203551,65035.863010891924,73021.77016918667,0,0
710,PAYMENT,15399.396058464852,C103552,41262.80047572692,25673.322107979337,M203552,180577.59217090847,196339.66447733785,0,0
547,CASH_OUT,4518.692507462118,C103553,48703.14846226602,44382.14136516105,C203553,136752.89295705303,141337.3089959615,0,0
415,PAYMENT,6426.133487781363,C103554,96975.15269495973,89797.19114770436,C203554,170737.8617292127,177900.07785312898,0,0
713,PAYMENT,3160.064452384684,C103555,12817.955726122476,9446.887968171046,C203555,4870.885128654878,8333.884076829529,0,0
327,TRANSFER,3435.917943069067,C103556,34167.50521547682,31093.451670149472,C203556,128801.63669040272,132120.43473690876,0,0
11,TRANSFER,11265.166442741105,C103557,48318.760699853905,37715.73544309918,C203557,158133.94112165112,169959.52109141106,0,0
545,DEBIT,1097.1929586597048,C103558,110235.95705541466,109216.09885359099,C203558,88583.41668227321,90310.46799788774,0,0
291,DEBIT,9446.629662597625,C103559,105867.03829695434,95970.48417518346,C203559,78825.35632648828,88090.90264942903,0,0
268,TRANSFER,3822.166405484973,C103560,90117.15067298636,85741.77987207026,C203560,98996.80612425473,102873.0307177744,0,0
683,DEBIT,3787.2007822656833,C103561,81802.21317042827,78110.74887796585,C203561,66092.04975882717,70561.30156738489,0,0
387,TRANSFER,11136.266062917686,C103562,118514.60362472181,107914.69605655827,C203562,124288.82709369986,135158.69816038918,0,0
174,PAYMENT,18859.035789705027,C103563,173139.2327786105,154095.21393853409,C203563,121352.15427470578,140463.96827459606,0,0
119,CASH_OUT,7416.600173583159,C103564,96554.65094711706,89331.64103455629,C203564,111297.1327283941,119138.27492395997,0,0
358,CASH_OUT,18920.85259697139,C103565,27051.1975372165,7942.621482189839,C203565,199165.04486184986,218510.86895814308,0,0
380,TRANSFER,21784.575789286482,C103566,177112.7628641507,155385.46996473684,C203566,63007.07472290486,84184.29668543373,0,0
340,CASH_OUT,1660.2032327690727,C103567,154666.45432381137,153347.90306977442,C203567,3226.8102585086167,4703.3775034017835,0,0
92,TRANSFER,2514.896556871457,C103568,103926.87387363309,100457.71059134777,C203568,63189.44399946074,65430.22393220173,0,0
502,TRANSFER,880.2740499643041,C103569,2000.2435797839446,427.9794960395733,C203569,37988.89574186975,38336.03405206278,0,0
454,TRANSFER,13511.929398276201,C103570,112641.83068825609,99169.60175304512,C203570,94802.42103916507,108558.81143335221,0,0
578,CASH_OUT,1045.4749312129966,C103571,112866.631565566,111617.75527492099,C203571,175379.65884777918,176363.90354565083,0,0
279,TRANSFER,4183.96931700299,C103572,191180.90118848786,186308.03150426963,C203572,68870.46013965497,72657.56142574965,0,0
613,TRANSFER,20389.821154179648,C103573,87188.30133966016,67476.66327324355,C203573,122381.33793057881,142681.72237707602,0,0
572,CASH_OUT,5519.694477054201,C103574,18530.504733955124,13199.947992339627,C203574,122467.93501812007,128087.60049783,0,0
529,TRANSFER,369.92381998062143,C103575,1548.8520383184489,1206.57381637113,C203575,31370.321622683474,31712.28289472927,0,0
533,DEBIT,10940.627296224598,C103576,111747.20908378046,100744.5546485143,M203576,193442.02154742173,204072.8697963781,0,0
110,CASH_OUT,9814.989007997794,C103577,83440.954915815,73105.46582923133,M203577,111757.05147382864,121567.88136485551,0,0
717,CASH_OUT,2371.5481338105274,C103578,96884.33009069465,93490.25515973166,C203578,162186.73104024914,164231.25561749723,0,0
9,PAYMENT,17419.24944743978,C103579,79335.51529122151,61844.11315315884,C203579,176506.8420189768,193535.70604564855,0,0
287,CASH_OUT,9766.158864759076,C103580,158999.03980593153,149785.11817530912,M203580,83277.00191326793,93147.72667141128,0,0
736,DEBIT,15085.892961309137,C103581,100362.60324765154,85842.48715273934,C203581,138927.32171579634,154124.9821889683,0,0
248,TRANSFER,38.672979999186026,C103582,78999.48080099975,78860.63169082424,C203582,123197.41058011129,123413.86124394204,0,0
614,CASH_OUT,1524.3814921658948,C103583,160116.100669534,158533.12071539948,C203583,193795.1496350578,194926.2612169891,0,0
357,CASH_OUT,9457.104825753897,C103584,172971.22267410555,164039.6484316578,C203584,118704.035222245,128325.60544662345,0,0
557,CASH_IN,1084.613946479928,C103585,121052.40096714957,120015.53138860385,C203585,108268.59118709891,109182.35103674447,0,0
592,TRANSFER,5891.736500110707,C103586,117701.03011657517,111531.4475096795,C203586,144623.4648603346,149847.23661126997,0,0
607,TRANSFER,2825.5202207983643,C103587,8017.589793252644,5263.350199702612,C203587,97458.54529355757,100362.66551836497,0,0
262,DEBIT,9824.524428659643,C103588,31911.45810134417,21929.39679882405,C203588,190713.11704804454,200203.1569043609,0,0
343,CASH_OUT,7890.192291144334,C103589,6769.2671032616445,-706.170330847897,C203589,107982.0723560363,116100.98474674615,0,0
506,CASH_OUT,39697.18525214849,C103590,170369.4975911229,130070.2523453767,C203590,8851.025771033672,48270.05255154446,0,0
221,TRANSFER,4094.71939443086,C103591,170077.23176976896,165832.09819944444,C203591,60133.66763296366,64322.75251860878,0,0
421,TRANSFER,19295.67622792566,C103592,188752.70857731492,169054.7140605622,C203592,52851.6272877606,72334.46177736242,0,0
635,PAYMENT,132.03683006691716,C103593,67957.72235665654,67585.57855875116,C203593,65521.925991478456,65697.76966366594,0,0
418,PAYMENT,1772.3294190562392,C103594,106343.0390388943,104912.68453486006,C203594,52611.6903745435,54002.30043139016,0,0
400,PAYMENT,17519.162135728067,C103595,2188.241634314503,-15007.250600710926,C203595,142516.5533285329,160551.29064014604,0,0
74,CASH_OUT,9.918363473901442,C103596,129352.57051141922,128925.31788029251,C203596,147121.43833500583,146658.94303321894,0,0
715,TRANSFER,5366.198092267413,C103597,104018.74649814585,97748.69420084794,C203597,96708.09583143954,101126.8222658586,0,0
6,CASH_OUT,19600.289318427465,C103598,6638.317916026137,-14042.42387409793,C203598,37639.93230921059,57168.619808019335,0,1
151,PAYMENT,12776.662872080758,C103599,39270.46706452604,26554.33736381515,C203599,46891.846920334145,59125.83423539839,0,0
118,TRANSFER,2125.7017366368436,C103600,83143.10552449939,80823.24153559352,C203600,29530.568320927065,31162.900450087982,0,0
297,DEBIT,3021.1961419082654,C103601,145016.94727178785,141780.83454351986,C203601,134007.7134015005,136031.5826902471,0,0
473,TRANSFER,4847.433236984964,C103602,134012.83599920772,128943.76874649586,C203602,105283.33256932007,110187.63754077331,0,0
668,TRANSFER,75.37260543372311,C103603,73035.78044428039,74013.53198583981,C203603,127658.48636661554,127129.0033643269,0,0
14,TRANSFER,4034.8935377437247,C103604,42665.222676543155,38488.40625342703,C203604,127836.7225949364,132044.73690296235,0,0
162,TRANSFER,5587.737892801131,M103605,51205.35900590395,45428.62887369517,M203605,44463.11812965511,49683.81652348301,0,0
462,TRANSFER,12919.377712397492,C103606,143599.86630426248,131603.618602504,C203606,152335.18613069603,164888.47370825955,0,0
533,CASH_OUT,4851.899492859906,C103607,144133.29178226474,138584.4601203932,C203607,64918.147688968755,69926.67640195394,0,0
551,PAYMENT,2204.1965245045144,C103608,64663.66469660436,62304.488375856614,C203608,55148.471641080236,57369.47104746644,0,0
627,TRANSFER,7690.442323284231,C103609,136092.39628139252,128298.3351402107,C203609,199033.19521940275,206408.38383423153,0,0
11,CASH_IN,5425.985205352277,M103610,84097.8270230659,78905.72247063197,C203610,54984.160970507575,60228.72032314044,0,0
379,DEBIT,20440.38033429874,C103611,122897.82102341852,102066.58451273417,C203611,190444.18975086813,210950.3189725985,0,0
394,CASH_IN,12668.705862377004,C103612,68859.91954977941,56926.271855672196,C203612,35668.34766038096,48583.15160716401,0,0
207,TRANSFER,10422.928746372032,C103613,99573.1626960586,90051.97113066952,C203613,115484.94492848564,125255.27344153696,0,0
711,TRANSFER,625.0306836201366,C103614,122125.46614333439,121588.79994161116,C203614,187161.01777248125,187737.2357189029,0,0
573,TRANSFER,9096.626623676224,C103615,73905.32839967207,64770.15604878955,C203615,70059.4562000463,79283.1024223176,0,0
589,CASH_OUT,1478.8482675962925,C103616,197136.35194119118,196056.5722488129,C203616,190351.6042177684,191965.78215806477,0,0
668,CASH_OUT,6178.206674738398,C103617,121535.13532652278,115379.80545266058,M203617,42098.87370556551,48567.85111192339,0,0
600,CASH_OUT,4851.438069103729,M103618,150192.553795302,145423.04346690484,C203618,137955.76817752523,143260.8028993296,0,0
17,CASH_OUT,5055.046810182317,C103619,122298.28571223663,117172.35608655808,C203619,26652.177098823482,32121.365946392292,0,0
138,TRANSFER,3827.1111746781653,C103620,4545.289304553046,1367.0524890400093,C203620,93390.0963322213,97403.00465375879,0,0
522,CASH_OUT,2745.9273056572843,C103621,103856.44108088192,100968.61815651308,C203621,76228.04030363249,78660.70212782871,0,0
453,CASH_OUT,11421.163843624161,C103622,187581.1140339032,176603.26989065998,C203622,89902.63608721519,100662.13119250542,0,1
360,CASH_OUT,17485.906390559674,C103623,4553.361597774486,-12590.443027846244,C203623,97425.03312662191,114913.83771995085,0,1
477,PAYMENT,3381.5875025884234,C103624,142603.0545353229,139607.37040793756,M203624,43081.842072087675,46232.31749513457,0,0
430,TRANSFER,9676.20825901625,C103625,156503.40515140592,146509.36567989126,C203625,160561.80762873954,169933.68891216992,0,0
444,PAYMENT,6355.552814586074,C103626,100731.00524634442,94291.3558841222,C203626,44869.88396682625,51330.52546638849,0,0
638,PAYMENT,25513.719375422515,C103627,127293.6188697334,101975.01232424215,C203627,161423.91356054763,186636.0938148416,0,0
132,PAYMENT,26643.761546160134,C103628,115521.69446904257,88982.35510954077,C203628,74681.10705362275,101220.59796026013,0,0
47,TRANSFER,2368.3849696704683,C103629,125329.33097066676,122367.94076860655,C203629,98082.65849099535,100541.35704401173,0,0
726,TRANSFER,11046.004426661204,C103630,95895.93966989618,83911.950710268,C203630,68056.80498609961,78649.32905402515,0,0
